_id,Year,Month,State,ATC_Classification,Scheme,Services,Benefits($)
338,2015,January,NT,Cardiovascular System,Special Arrangements PBS,14,26806
339,2015,January,NT,Cardiovascular System,Normal Arrangements RPBS,910,14167
340,2015,January,NT,Dermatologicals,Normal Arrangements PBS,964,23792
341,2015,January,NT,Dermatologicals,Normal Arrangements RPBS,52,1005
342,2015,January,NT,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,1397,95388
343,2015,January,NT,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,58,3458
344,2015,January,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,1540,78287
345,2015,January,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,15,30230
346,2015,January,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,32,231
347,2015,January,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,1,2234
348,2015,January,NT,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,5488,151076
349,2015,January,NT,General Anti-Infectives for Systemic Use,Special Arrangements PBS,148,137392
350,2015,January,NT,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,106,4324
351,2015,January,NT,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,1,76
352,2015,January,NT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,1439,985566
353,2015,January,NT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,190,191733
354,2015,January,NT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,15,3525
355,2015,January,NT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,1,3414
356,2015,January,NT,Musculo-Skeletal System,Normal Arrangements PBS,2954,75345
357,2015,January,NT,Musculo-Skeletal System,Special Arrangements PBS,13,4867
358,2015,January,NT,Musculo-Skeletal System,Normal Arrangements RPBS,137,2185
359,2015,January,NT,Musculo-Skeletal System,Special Arrangements RPBS,2,888
360,2015,January,NT,Nervous System,Normal Arrangements PBS,17582,649405
361,2015,January,NT,Nervous System,Special Arrangements PBS,83,4926
362,2015,January,NT,Nervous System,Normal Arrangements RPBS,616,14759
363,2015,January,NT,Anti-Parasitic Products,Normal Arrangements PBS,95,1898
364,2015,January,NT,Anti-Parasitic Products,Normal Arrangements RPBS,1,11
365,2015,January,NT,Respiratory System,Normal Arrangements PBS,5311,217547
366,2015,January,NT,Respiratory System,Special Arrangements PBS,5,6896
367,2015,January,NT,Respiratory System,Normal Arrangements RPBS,100,4778
368,2015,January,NT,Sensory Organs,Normal Arrangements PBS,2428,100108
369,2015,January,NT,Sensory Organs,Normal Arrangements RPBS,135,5714
370,2015,January,NT,Various +,Normal Arrangements PBS,253,75073
371,2015,January,NT,Various +,Special Arrangements PBS,6,20862
372,2015,January,NT,Various +,Normal Arrangements RPBS,2,4401
373,2015,January,NT,Other ++,Normal Arrangements PBS,15,147
374,2015,January,NT,Other ++,Normal Arrangements RPBS,83,3172
375,2015,February,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,1314691,41647961
376,2015,February,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,65742,1371453
377,2015,February,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,384017,12754890
378,2015,February,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,3243,4220196
379,2015,February,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,27256,714597
380,2015,February,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,181,205949
381,2015,February,NSW,Cardiovascular System,Normal Arrangements PBS,2686219,49863090
382,2015,February,NSW,Cardiovascular System,Special Arrangements PBS,580,1319708
383,2015,February,NSW,Cardiovascular System,Normal Arrangements RPBS,118574,1886282
384,2015,February,NSW,Cardiovascular System,Special Arrangements RPBS,24,50900
385,2015,February,NSW,Dermatologicals,Normal Arrangements PBS,133667,2932421
386,2015,February,NSW,Dermatologicals,Normal Arrangements RPBS,7690,159841
387,2015,February,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,125685,4549903
388,2015,February,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,7080,352767
389,2015,February,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,136594,2733416
390,2015,February,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,898,1869179
391,2015,February,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,5584,89883
392,2015,February,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,20,38246
393,2015,February,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,511122,10737537
394,2015,February,NSW,General Anti-Infectives for Systemic Use,Special Arrangements PBS,9330,9625320
395,2015,February,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,19281,213270
396,2015,February,NSW,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,17,14656
397,2015,February,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,110385,77744471
398,2015,February,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,10477,15683065
399,2015,February,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,2377,1506610
400,2015,February,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,93,179631
401,2015,February,NSW,Musculo-Skeletal System,Normal Arrangements PBS,345460,11481602
402,2015,February,NSW,Musculo-Skeletal System,Special Arrangements PBS,1040,443668
403,2015,February,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,15012,564628
404,2015,February,NSW,Musculo-Skeletal System,Special Arrangements RPBS,23,9700
405,2015,February,NSW,Nervous System,Normal Arrangements PBS,1773748,50328808
406,2015,February,NSW,Nervous System,Special Arrangements PBS,8528,869537
407,2015,February,NSW,Nervous System,Normal Arrangements RPBS,86708,1832789
408,2015,February,NSW,Nervous System,Special Arrangements RPBS,5,379
409,2015,February,NSW,Anti-Parasitic Products,Normal Arrangements PBS,4163,81055
410,2015,February,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,168,2655
411,2015,February,NSW,Respiratory System,Normal Arrangements PBS,483290,21152149
412,2015,February,NSW,Respiratory System,Special Arrangements PBS,243,561695
413,2015,February,NSW,Respiratory System,Normal Arrangements RPBS,19279,888903
414,2015,February,NSW,Sensory Organs,Normal Arrangements PBS,392548,23994365
415,2015,February,NSW,Sensory Organs,Normal Arrangements RPBS,29948,2884307
416,2015,February,NSW,Various +,Normal Arrangements PBS,34200,8664581
417,2015,February,NSW,Various +,Special Arrangements PBS,608,912362
418,2015,February,NSW,Various +,Normal Arrangements RPBS,2599,197510
419,2015,February,NSW,Various +,Special Arrangements RPBS,13,25815
420,2015,February,NSW,Other ++,Normal Arrangements PBS,7080,171806
421,2015,February,NSW,Other ++,Normal Arrangements RPBS,38933,1031304
422,2015,February,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,1043830,33849892
423,2015,February,VIC,Alimentary Tract and Metabolism,Special Arrangements PBS,1935,36152
424,2015,February,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,45583,991256
425,2015,February,VIC,Alimentary Tract and Metabolism,Special Arrangements RPBS,30,492
426,2015,February,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,294020,10747265
427,2015,February,VIC,Blood and Blood Forming Organs,Special Arrangements PBS,4076,4740460
428,2015,February,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,17288,499162
429,2015,February,VIC,Blood and Blood Forming Organs,Special Arrangements RPBS,149,147874
430,2015,February,VIC,Cardiovascular System,Normal Arrangements PBS,2169667,39544772
431,2015,February,VIC,Cardiovascular System,Special Arrangements PBS,368,998446
432,2015,February,VIC,Cardiovascular System,Normal Arrangements RPBS,82355,1286368
433,2015,February,VIC,Cardiovascular System,Special Arrangements RPBS,13,18676
434,2015,February,VIC,Dermatologicals,Normal Arrangements PBS,114640,2485273
435,2015,February,VIC,Dermatologicals,Normal Arrangements RPBS,4770,100085
436,2015,February,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,104355,3930173
437,2015,February,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,3801,178786
438,2015,February,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,114974,2076131
439,2015,February,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,720,1333535
440,2015,February,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,4151,61513
441,2015,February,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,16,39639
442,2015,February,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,409161,9317711
443,2015,February,VIC,General Anti-Infectives for Systemic Use,Special Arrangements PBS,7810,9207638
444,2015,February,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,13601,184931
445,2015,February,VIC,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,11,9235
446,2015,February,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,99595,70425966
447,2015,February,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,11946,17351680
448,2015,February,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1772,1141642
449,2015,February,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,75,204430
450,2015,February,VIC,Musculo-Skeletal System,Normal Arrangements PBS,253127,7550465
451,2015,February,VIC,Musculo-Skeletal System,Special Arrangements PBS,1771,833627
452,2015,February,VIC,Musculo-Skeletal System,Normal Arrangements RPBS,9367,321501
453,2015,February,VIC,Musculo-Skeletal System,Special Arrangements RPBS,51,25280
454,2015,February,VIC,Nervous System,Normal Arrangements PBS,1561187,43272297
455,2015,February,VIC,Nervous System,Special Arrangements PBS,8616,1110747
456,2015,February,VIC,Nervous System,Normal Arrangements RPBS,61243,1270145
457,2015,February,VIC,Nervous System,Special Arrangements RPBS,28,14714
458,2015,February,VIC,Anti-Parasitic Products,Normal Arrangements PBS,1997,37737
459,2015,February,VIC,Anti-Parasitic Products,Normal Arrangements RPBS,62,1984
460,2015,February,VIC,Respiratory System,Normal Arrangements PBS,372266,16344384
461,2015,February,VIC,Respiratory System,Special Arrangements PBS,196,425120
462,2015,February,VIC,Respiratory System,Normal Arrangements RPBS,13384,639603
463,2015,February,VIC,Sensory Organs,Normal Arrangements PBS,275211,11145036
464,2015,February,VIC,Sensory Organs,Normal Arrangements RPBS,16941,1102454
465,2015,February,VIC,Various +,Normal Arrangements PBS,21389,2495640
466,2015,February,VIC,Various +,Special Arrangements PBS,1192,1851699
467,2015,February,VIC,Various +,Normal Arrangements RPBS,1037,69272
468,2015,February,VIC,Various +,Special Arrangements RPBS,9,14253
469,2015,February,VIC,Other ++,Normal Arrangements PBS,6007,164962
470,2015,February,VIC,Other ++,Normal Arrangements RPBS,22643,509039
471,2015,February,QLD,Alimentary Tract and Metabolism,Normal Arrangements PBS,482534,15436238
472,2015,February,QLD,Alimentary Tract and Metabolism,Special Arrangements PBS,1058,10887
473,2015,February,QLD,Alimentary Tract and Metabolism,Normal Arrangements RPBS,33659,769695
474,2015,February,QLD,Alimentary Tract and Metabolism,Special Arrangements RPBS,10,66
475,2015,February,QLD,Blood and Blood Forming Organs,Normal Arrangements PBS,151473,5521919
476,2015,February,QLD,Blood and Blood Forming Organs,Special Arrangements PBS,1757,2009579
477,2015,February,QLD,Blood and Blood Forming Organs,Normal Arrangements RPBS,13369,414898
478,2015,February,QLD,Blood and Blood Forming Organs,Special Arrangements RPBS,120,111186
479,2015,February,QLD,Cardiovascular System,Normal Arrangements PBS,1032595,18446708
480,2015,February,QLD,Cardiovascular System,Special Arrangements PBS,210,620931
481,2015,February,QLD,Cardiovascular System,Normal Arrangements RPBS,64667,1056147
482,2015,February,QLD,Cardiovascular System,Special Arrangements RPBS,17,48446
483,2015,February,QLD,Dermatologicals,Normal Arrangements PBS,40049,834618
484,2015,February,QLD,Dermatologicals,Normal Arrangements RPBS,3882,81196
485,2015,February,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,58901,2549134
486,2015,February,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,4148,231005
487,2015,February,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,55998,1036609
488,2015,February,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,323,673222
489,2015,February,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,2707,43313
490,2015,February,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,20,37758
491,2015,February,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,224736,6038738
492,2015,February,QLD,General Anti-Infectives for Systemic Use,Special Arrangements PBS,3363,3864151
493,2015,February,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,10015,145855
494,2015,February,QLD,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,23,20501
495,2015,February,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,49266,33803250
496,2015,February,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,5198,8483533
497,2015,February,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1522,980645
498,2015,February,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,81,200919
499,2015,February,QLD,Musculo-Skeletal System,Normal Arrangements PBS,137737,4392644
500,2015,February,QLD,Musculo-Skeletal System,Special Arrangements PBS,905,350014
501,2015,February,QLD,Musculo-Skeletal System,Normal Arrangements RPBS,8520,273287
502,2015,February,QLD,Musculo-Skeletal System,Special Arrangements RPBS,38,14768
503,2015,February,QLD,Nervous System,Normal Arrangements PBS,851800,23222951
504,2015,February,QLD,Nervous System,Special Arrangements PBS,4309,436772
505,2015,February,QLD,Nervous System,Normal Arrangements RPBS,52075,1085351
506,2015,February,QLD,Nervous System,Special Arrangements RPBS,5,4948
507,2015,February,QLD,Anti-Parasitic Products,Normal Arrangements PBS,1865,34886
508,2015,February,QLD,Anti-Parasitic Products,Normal Arrangements RPBS,51,814
509,2015,February,QLD,Respiratory System,Normal Arrangements PBS,177426,8041168
510,2015,February,QLD,Respiratory System,Special Arrangements PBS,91,197387
511,2015,February,QLD,Respiratory System,Normal Arrangements RPBS,10081,462029
512,2015,February,QLD,Sensory Organs,Normal Arrangements PBS,128426,7705344
513,2015,February,QLD,Sensory Organs,Normal Arrangements RPBS,12736,1224532
514,2015,February,QLD,Various +,Normal Arrangements PBS,7252,1103049
515,2015,February,QLD,Various +,Special Arrangements PBS,339,396568
516,2015,February,QLD,Various +,Normal Arrangements RPBS,1037,64102
517,2015,February,QLD,Various +,Special Arrangements RPBS,11,13492
518,2015,February,QLD,Other ++,Normal Arrangements PBS,2409,26671
519,2015,February,QLD,Other ++,Normal Arrangements RPBS,21995,541006
520,2015,February,SA,Alimentary Tract and Metabolism,Normal Arrangements PBS,204359,6192050
521,2015,February,SA,Alimentary Tract and Metabolism,Special Arrangements PBS,477,13226
522,2015,February,SA,Alimentary Tract and Metabolism,Normal Arrangements RPBS,9000,182784
523,2015,February,SA,Alimentary Tract and Metabolism,Special Arrangements RPBS,5,141
524,2015,February,SA,Blood and Blood Forming Organs,Normal Arrangements PBS,65047,2162102
525,2015,February,SA,Blood and Blood Forming Organs,Special Arrangements PBS,682,867627
526,2015,February,SA,Blood and Blood Forming Organs,Normal Arrangements RPBS,4086,103218
527,2015,February,SA,Blood and Blood Forming Organs,Special Arrangements RPBS,21,20201
528,2015,February,SA,Cardiovascular System,Normal Arrangements PBS,455469,8155667
529,2015,February,SA,Cardiovascular System,Special Arrangements PBS,129,372111
530,2015,February,SA,Cardiovascular System,Normal Arrangements RPBS,18132,273397
